Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,has_set_tasks,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,lead_purchase_eligible,subdomain,latest_approved_review_created_at
https://homestars.com/on/essex-county/house-apartment-cleaning,30,"c(""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2681212,NA,/companies/2681212-master-cleaners?searched_category_id=383&service_area=1694416,NA,master-cleaners,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1744264,Master Cleaners,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1694416,-1.0,383,NA,NA,FALSE,NA,NA
https://homestars.com/on/essex-county/house-apartment-cleaning,30,"c(""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2681213,NA,/companies/2681213-master-cleaners?searched_category_id=383&service_area=1694417,NA,master-cleaners,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1744265,Master Cleaners,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1694417,-1.0,383,NA,NA,FALSE,NA,NA
https://homestars.com/on/essex-county/house-apartment-cleaning,30,"c(""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2675849,NA,/companies/2675849-highland-dry-cleaners?searched_category_id=383&service_area=1689053,NA,highland-dry-cleaners,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1738901,Highland Dry Cleaners,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1689053,-1.0,383,NA,NA,FALSE,NA,NA
https://homestars.com/on/essex-county/house-apartment-cleaning,30,"c(""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2697687,NA,/companies/2697687-soaps-laundromat-the?searched_category_id=383&service_area=1710891,NA,soaps-laundromat-the,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1760739,Soaps Laundromat The,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1710891,-1.0,383,NA,NA,FALSE,NA,NA
https://homestars.com/on/essex-county/house-apartment-cleaning,30,"c(""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2924543,NA,/companies/2924543-house-cleaner?searched_category_id=383&service_area=2182111,NA,house-cleaner,2018-11-24T09:49:54.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1986717,House cleaner ,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,0,FALSE,NA,FALSE,FALSE,2182111,-1.0,383,NA,NA,FALSE,NA,NA
https://homestars.com/on/essex-county/house-apartment-cleaning,30,"c(""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2761390,NA,/companies/2761390-molly-maid?searched_category_id=383&service_area=1774594,NA,molly-maid,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1824442,Molly Maid,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1774594,-1.0,383,NA,NA,FALSE,NA,NA
https://homestars.com/on/essex-county/house-apartment-cleaning,30,"c(""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2646407,NA,/companies/2646407-rosa-s-alteration-shop?searched_category_id=383&service_area=1659611,NA,rosa-s-alteration-shop,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1709459,Rosa's Alteration Shop,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1659611,-1.0,383,NA,NA,FALSE,NA,NA
https://homestars.com/on/essex-county/house-apartment-cleaning,30,"c(""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2696104,NA,/companies/2696104-rivard-cleaners?searched_category_id=383&service_area=1709308,NA,rivard-cleaners,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1759156,Rivard Cleaners,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1709308,-1.0,383,NA,NA,FALSE,NA,NA
https://homestars.com/on/essex-county/house-apartment-cleaning,30,"c(""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2655481,NA,/companies/2655481-blondie-cleaners-ltdbranch-offices?searched_category_id=383&service_area=1668685,NA,blondie-cleaners-ltdbranch-offices,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1718533,Blondie Cleaners LtdBranch Offices,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1668685,-1.0,383,NA,NA,FALSE,NA,NA
https://homestars.com/on/essex-county/house-apartment-cleaning,30,"c(""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2669282,NA,/companies/2669282-dry-cleaners-quality-shoe-repair?searched_category_id=383&service_area=1682486,NA,dry-cleaners-quality-shoe-repair,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1732334,Dry Cleaners & Quality Shoe Repair,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1682486,-1.0,383,NA,NA,FALSE,NA,NA
https://homestars.com/on/essex-county/house-apartment-cleaning,30,"c(""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2640046,NA,/companies/2640046-merlo-formal-rentals-sales?searched_category_id=383&service_area=1653250,NA,merlo-formal-rentals-sales,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1703098,Merlo Formal Rentals & Sales,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1653250,-1.0,383,NA,NA,FALSE,NA,NA
https://homestars.com/on/essex-county/house-apartment-cleaning,30,"c(""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=2&"", ""https://homestars.com/on/essex-county/house-apartment-cleaning?&page=3&"")",House & Apartment Cleaning,2681214,NA,/companies/2681214-master-cleanersst-clair-beach?searched_category_id=383&service_area=1694418,NA,master-cleanersst-clair-beach,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1744266,Master CleanersSt Clair Beach,0,0,0,NA,"House & Apartment Cleaning, Cleaning House Services, Apartment Cleaning Services, house cleaning services, cleaner, maid, dust, housekeeper, keeper, clean, cleaning, home cleaning, apartment cleaning, apartment cleaning service, housekeeping services, apartment cleaning companies, house cleaning services, house cleaning service, apartment cleaning business, house cleaning, housekeeping service, house cleaning companies, house cleaning business, house cleaning rates, house cleaning company, apartment cleaning prices, houston house cleaning, green house cleaning, residential maid, house cleaning services prices, home cleaning service, apartment cleaning rates, ,",0,NA,FALSE,0,0,0,NA,FALSE,NA,FALSE,FALSE,1694418,-1.0,383,NA,NA,FALSE,NA,NA
